MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"2","안산","청소년","출장","14","관리자","2등급","20241230","F","161.1","52.3","24.7",,"63","125","20.1","28.7",,"43","30","21","0.530","47.230","16","47.966","20.2",,"29",,,,,,,,"54.9",,"36.4",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","2등급","20241230","M","167.6","48.6","14.5",,"70","126","21","28.7",,"52","9.8","18.54","0.673","42.627","5","42.857","17.3",,"56",,,,,,,,"59.1",,"48.2",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","참가","20241230","M","170.1","58.1","16.5",,"80","133","32.3","37.2",,"39","1.1","19.5","0.581","44.332","9","44.746","20.1",,"31",,,,,,,,"64.0",,"41.8",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","참가","20241230","F","163.3","69.5","38.5",,"84","156","23.2","29.7",,"22","-1","22.92","0.483","52.734","4","52.918","26.1",,"24",,,,,,,,"42.7",,"32.3",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","M","177.9","64.7","11",,"79","146","42.2","42.9",,"50","2","21.41","0.670","52.733","8","53.101","20.4",,"34",,,,,,,,"66.3",,"42.2",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","163.6","56.7","33.6",,"76","140","32.9","26.5",,"18","10","22.41","0.341","53.153","9","53.567","21.2",,"18",,,,,,,,"58.0",,"33.7",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","3등급","20241230","M","166.1","52.5","13.3",,"72","132","38.1","39.1",,"40","6.5","21.15","0.575","47.544","16","48.280","19.0",,"56",,,,,,,,"74.5",,"47.3",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","3등급","20241230","M","167.3","54.1","10",,"54","131","30.7","37.9",,"49","4","17.77","0.708","59.441","10","59.901","19.3",,"56",,,,,,,,"70.1",,"47.1",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","2등급","20241230","M","177","59.4","15",,"71","141","30","36.1",,"44","14.5","19.3","0.598","45.531","23","46.589","19.0",,"47",,,,,,,,"60.8",,"45.5",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","150.6","41.9","30.4",,"70","121","13.3","14.6",,"18","-10","28.51","0.367","79.131","9","79.545","18.5",,"17",,,,,,,,"34.8",,"35.0",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","163.2","60.3","36.7",,"71","147","18.2","18.6",,"34","8.2","23.78","0.423","47.554","5","47.784","22.6",,"17",,,,,,,,"30.8",,"32.8",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","3등급","20241230","M","172.8","59.5","19.4",,"89","147","28.6","31.5",,"48","8.1","21.94","0.571","70.857","7","71.179","19.9",,"41",,,,,,,,"52.9",,"43.9",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","참가","20241230","M","166.6","72.3","25.1",,"58","100","35","41.3",,"39","4","24.57","0.485","61.305","5","61.535","26.0",,"41",,,,,,,,"57.1",,"40.7",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","162.8","55.5","33.9",,"65","125","27.9","30.3",,"41","5.5","22","0.445","57.492","4","57.676","20.9",,"20",,,,,,,,"54.6",,"34.3",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","158.1","45.8","29.6",,"73","110","14.1","17.6",,"26","-11.8","25.91","0.357","43.933","19","44.807","18.3",,"21",,,,,,,,"38.4",,"35.8",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","159.7","43.8","25",,"72","124","21.9","22.5",,"35","-9.6","24.42","0.434","58.207","12","58.759","17.2",,"17",,,,,,,,"51.4",,"35.6",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","참가","20241230","M","180","92.2","45",,"62","135","40.4","47.3",,"44","9.3","21.70","0.588","42.344","7","42.666","28.5",,"26",,,,,,,,"51.3",,"36.4",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","14","관리자","참가","20241230","F","158.4","52.8","47",,"53","119","21.3","24.1",,"21",,,"0.462","53.850","7","54.172","21.0",,,,,,,,,,"45.6",,,,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","170.2","124","50.6",,"89","141","33.6","32.4",,"13","6.8","27","0.350","46.430","15","47.120","42.8",,"11",,,,,,,,"27.1",,"21.0",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","163.8","62.3","31.2",,"63","109","30.1","31.9",,"52","-4.8","21.87","0.511","47.540","16","48.276","23.2",,"15",,,,,,,,"51.2",,"32.1",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","3등급","20241230","M","159.4","59.5","20.9",,"57","135","33.5","35.8",,"41","3.6","21","0.550","59.589","7","59.911","23.4",,"46",,,,,,,,"60.2",,"43.0",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","3등급","20241230","F","154.2","42.6","25",,"93","144","24","23.2",,"29","13.2","24.1","0.436","70.286","7","70.608","17.9",,"22",,,,,,,,"56.3",,"36.2",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","2등급","20241230","M","172","66.3","16.4",,"58","112","31.3","34.8",,"48","7.1","22.21","0.622","49.094","6","49.370","22.4",,"56",,,,,,,,"52.5",,"45.5",,,,,,,,,,,,,,,,,
"2","안산","청소년","출장","14","관리자","참가","20241230","F","161.4","46.6","26.9",,"83","142","24.7","23.2",,"26","-2","24.28","0.418","51.125","7","51.447","17.9",,"17",,,,,,,,"53.0",,"35.3",,,,,,,,,,,,,,,,,
"1","청주","청소년","일반","18","관리자","참가","20241231","M","170.8","69.8","12.8","76.5","75","127","39.5","46.4","22",,"12.5","18.42","0.589","49.258","7","49.580","23.9",,,,,,,,,,"66.5",,,"68","76","118",,"46.8",,,,,,,,,,,,
"3","곡성","어르신","일반","69","관리자","2등급","20241231","M","171.1","67.3","27.9","87.6","66","132","36.3","41.7",,,"8.4",,,,,,"23.0",,,,,"24",,"112","4.75","16.81","62.0",,,,,,,,,,,,,,,,,,,"41.7"
"4","고양","성인","일반","64","관리자","3등급","20241231","M","177.8","88.7","23.9",,"78","120","42.1","43.6",,,"17.6",,,,,,"28.1","23",,"13.37","160",,,,,,"49.2",,,,,,,,"90","35.6",,,,,,,,,,
"1","스포원(금정)","성인","일반","19","관리자","3등급","20241231","M","170.3","60.6","16.5",,"77","120","39.5","49.4",,,"9.7",,,,,,"20.9","54","48","9.2","222",,,,,,"81.5",,"45.8",,,,,,,,,,,,,,,,,
"4","목포","어르신","일반","68","관리자","2등급","20241231","M","162","64.5","27.9","87.8","80","130","32.8","32.8",,,"10.6",,,,,,"24.6",,,,,"31",,"126","4.60","20.09","50.9",,,,,,,,,,,,,,,,,,,"32.8"
"1","중구(서울)","성인","일반","25","관리자","참가","20241231","F","159.9","56.9","28.5","77.6","71","119","28.4","27.3",,,"4.1",,,,,,"22.3","20",,,,,,,,,"49.9",,,,,,,,"125","36.0",,,"0.377","0.423",,,,,,
"1","천안","성인","일반","55","관리자","3등급","20241231","F","150.8","54","38.2",,"65","119","19.2","22.6",,,"20.7",,,,,,"23.7","10","18",,,,,,,,"41.9",,"31.7",,,,,,,,,,"0.396","0.39",,,,,,
"3","천안","성인","일반","20","관리자","참가","20241231","F","160.5","67.6","36.6",,"57","100","26.6","35",,,"25.4",,,,,,"26.2","29","16",,,,,,,,"51.8",,"30.4",,,,,,,,,,"0.396","0.464",,,,,,
"3","부천","성인","일반","59","관리자","1등급","20241231","F","156.2","59.8","33.6",,"87","148","24.3","27.3",,,"20.1",,,,,,"24.5","23",,,"140",,,,,,"45.7",,,,,,,,"99","31.8",,,"0.316",,,,,,,
"2","부천","성인","일반","24","관리자","참가","20241231","F","174.4","51.3","20.6",,"63","104","26.5","24.5",,,"26.3",,,,,,"16.9","21",,,"118",,,,,,"51.7",,,,,,,,"148","36.1",,,"0.329",,,,,,,
"4","곡성","성인","일반","60","관리자","2등급","20241231","M","171.5","74.1","27.4","94.8","85","153","40.2","41.7",,,"13.2",,,,,,"25.2","28","21",,,,,,,,"56.3",,"34.2",,,,,,,,,,"0.423","0.464",,,,,,
"1","동구(인천)","어르신","일반","66","관리자","3등급","20241231","F","157.6","60.4","35.5",,"87","144","18.3","21.6",,,"12.5",,,,,,"24.3",,,,,"23",,"126","6.12","25.19","35.8",,,,,,,,,,,,,,,,,,,"21.6"
"1","서구(광주)","성인","일반","60","관리자","1등급","20241231","F","146.7","40.7","23.6","67","72","106","20.4","20.1",,,"27.5",,,,,,"18.9","18",,,,,,,,,"50.1",,,,,,,,"106","34.5",,,"0.424","0.416",,,,,,
"2","광주","어르신","일반","66","관리자","2등급","20241231","F","154.1","71","41.9",,"85","157","25.9","26.8",,,"16.7",,,,,,"29.9",,,,,"26",,"111","5.99","21.38","37.7",,,,,,,,,,,,,,,,,,,"26.8"
"3","KSPO대구","성인","일반","19","관리자","2등급","20241231","M","173.5","71.4","17.8","78","91","140","36.8","43.9",,,"12.6",,,,,,"23.7","59",,"9.9",,,,,,,"61.5",,,,,,,,"82","51.4",,,,"0.575",,,,,,
"1","정읍","어르신","일반","66","관리자","1등급","20241231","F","150.8","50.4","28.2",,"67","153","25","7.5",,,"28",,,,,,"22.2",,,,,"35",,"119","5.08","20.44","49.6",,,,,,,,,,,,,,,,,,,"25.0"
"3","서구(대전)","청소년","일반","18","관리자","참가","20241231","M","174.4","71.1","20.5",,"78","136","31.5","48.6",,"52","-6","17.72","0.613","38.786","9","39.200","23.4",,,,,,,,,,"68.4",,,"84","124","148",,"45.3",,,,,,,,,,,,
"1","성남","어르신","일반","74","관리자","3등급","20241231","F","150.7","60.5","42.0",,"59","132","20.1","25.6",,,"14.7",,,,,,"26.6",,,,,"17",,"84","6.63","29.05","42.3",,,,,,,,,,,,,,,,,,,"25.6"
"1","성남","어르신","일반","74","관리자","참가","20241231","F","152.5","60.0","41.6",,"52","127","13.2","18",,,"12.9",,,,,,"25.8",,,,,"16",,"73","5.77","26.38","30.0",,,,,,,,,,,,,,,,,,,"18.0"
"1","성남","어르신","일반","70","관리자","3등급","20241231","F","156.6","49.9","21.0",,"62","114","20.7","19.5",,,"18.0",,,,,,"20.3",,,,,"20",,"86","6.26","27.05","41.5",,,,,,,,,,,,,,,,,,,"20.7"
"2","성동","성인","일반","19","관리자","3등급","20241231","M","181.2","65.8","16.9","80.1","82","142","36.1","36.7",,,"28.7",,,,,,"20.0","43","56","11.20","227",,,,,,"55.8",,"46.7",,,,,,,,,,,,,,,,,
"1","북구(광주)","성인","일반","54","관리자","3등급","20241231","F","160.3","55.1","25.0","67.6","70","134","29.4","32.6",,,"13.8",,,,,,"21.4","21",,"13.8","152",,,,,,"59.2",,,,,,,,"141","29.1",,,,,,,,,,
"1","영동","성인","일반","20","관리자","참가","20241231","M","173.7","69","16.9",,"68","118","34.4","41.3",,,"4.4",,,,,,"22.9","40",,,"207",,,,,,"59.9",,,,,,,,"127","45.1",,,"0.354",,,,,,,
"1","양평","성인","일반","28","관리자","1등급","20241231","M","177.7","74.4","15",,"85","143","42.9","52.3",,,"15.7",,,,,,"23.6","51",,,,,,,,,"70.3",,,,,,,,"77","49.6",,,"0.269","0.646",,,,,,
"7","오산","어르신","일반","82","관리자","2등급","20241231","M","168.3","70.4","32.6","90.6","73","144","34.7","34.9",,,"0.5",,,,,,"24.9",,,,,"20",,"89","6.5","25.65","49.6",,,,,,,,,,,,,,,,,,,"34.9"
"6","오산","어르신","일반","65","관리자","참가","20241231","F","158","87","51.3","117.1","86","153","22.7","27.4",,,"10.9",,,,,,"34.9",,,,,"17",,"100","6.37","25.68","31.5",,,,,,,,,,,,,,,,,,,"27.4"
"4","목포","청소년","일반","18","관리자","참가","20241231","M","169.8","70.2","24.8","89.7","80","127","40.6","48.3",,"35","5.9","18.81","0.564","45.673","26","46.869","24.3",,,,,,,,,,"68.8",,,"94","115","131",,"47.4",,,,,,,,,,,,
"3","서초","성인","일반","27","관리자","1등급","20241231","F","167.0","55.1","28.8","63.2","48","109","28.8","28.4",,,"19.0",,,,,,"19.8","34",,,,,,,,,"52.3",,,,,,,,"77","42.6",,,"0.327","0.472",,,,,,
"2","안산","청소년","출장","14","관리자","3등급","20241231","M","164.6","62.0","19.8",,"73","124","39.6","43.5",,"53","3.9","19.68","0.641","42.026","5","42.256","22.9",,"42",,,,,,,,"70.2",,"42.5",,,,,,,,,,,,,,,,,
"1","천안","성인","일반","19","관리자","3등급","20241231","M","194.1","83.6","13.2",,"75","134","42.8","45",,,"11.2",,,,,,"22.2","42","54",,,,,,,,"53.8",,"43.4",,,,,,,,,,"0.299","0.589",,,,,,
"1","화성","성인","일반","41","관리자","참가","20241231","M","169.7","75.1","27.7",,"86","139","44","40.4",,,"6.3",,,,,,"26.1","47","23","12.19","209",,,,,,"58.6",,"36.1",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","3등급","20241231","F","165.4","62.9","31.5",,"77","128","21.7","24",,"42","12.7","22.44","0.474","51.491","16","52.227","23.0",,"26",,,,,,,,"38.2",,"34.3",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","147.3","52.9","42.3",,"83","140","17","18.2",,"25","12.7","22.30","0.427","61.455","10","61.915","24.4",,"16",,,,,,,,"34.4",,"31.6",,,,,,,,,,,,,,,,,
"5","마포","어르신","일반","68","관리자","1등급","20241231","M","163.4","70","23.2","84","96","156","44.5","51.5",,,"15.5",,,,,,"26.2",,,,,"32",,"151","3.57","14.80","73.6",,,,,,,,,,,,,,,,,,,"51.5"
"4","마포","어르신","일반","72","관리자","2등급","20241231","M","175.5","79","28.6","90","70","134","45.7","44.1",,,"8.5",,,,,,"25.6",,,,,"20",,"117","4.97","22.26","57.8",,,,,,,,,,,,,,,,,,,"45.7"
"1","안산","청소년","출장","13","관리자","참가","20241231","M","166.6","72.6","32.8",,"83","131","31.9","28.4",,"43","-0.8","21.34","0.517","58.150","5","58.380","26.2",,"18",,,,,,,,"43.9",,"36.0",,,,,,,,,,,,,,,,,
"1","증평","성인","일반","59","관리자","참가","20241231","F","154.9","64.0","34.7","89.9","83","157","28.1","30.7",,,"20.2",,,,,,"26.7","3","12",,,,,,,,"48.0",,"28.1",,,,,,,,,,"0.353","0.470",,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","173.9","56.5","17",,"85","127","34.3","33.3",,"9","8.8","21.25","0.550","53.929","7","54.251","18.7",,"10",,,,,,,,"60.7",,"38.4",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","3등급","20241231","F","161.5","44.6","24.3",,"98","151","20.7","21.7",,"39","15.2","24.81","0.463","67.375","4","67.559","17.1",,"20",,,,,,,,"48.7",,"36.2",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","1등급","20241231","F","155.4","53","27.9",,"72","126","24.6","25.3",,"51","21.8","20.84","0.538","46.404","8","46.772","21.9",,"34",,,,,,,,"47.7",,"36.4",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","160.1","51.3","18.2",,"51","122","27.1","28.2",,"52","-6","21.11","0.560","47.727","8","48.095","20.0",,"42",,,,,,,,"55.0",,"43.9",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","181.8","56.2","9.3",,"78","151","34.6","32.8",,"50","-11.2","19.17","0.558","42.765","15","43.455","17.0",,"30",,,,,,,,"61.6",,"43.2",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","167.6","54.2","21.1",,"64","110","28.7","29.6",,"37","-8","22.66","0.508","52.343","8","52.711","19.3",,"38",,,,,,,,"54.6",,"43.5",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","163.7","74.4","31.1",,"83","140","34.8","32.7",,"44","13.3","22.24","0.530","46.977","6","47.253","27.8",,"26",,,,,,,,"46.8",,"36.7",,,,,,,,,,,,,,,,,
"4","서구(광주)","성인","일반","19","관리자","참가","20241231","M","185.1","75","15.8","78","72","127","47","52.5",,,"17.5",,,,,,"21.9","41",,,"221",,,,,,"70.0",,,,,,,,"130","44.4",,,"0.363",,,,,,,
"1","성동","성인","일반","26","관리자","2등급","20241231","F","160.5","55.2","33.5","77.7","67","118","21.1","25.5",,,"18.9",,,,,,"21.4","41",,,,,,,,,"46.2",,,,,,,,"85","41.1",,,"0.300","0.415",,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","163.1","43.6","21.5",,"83","111","18.1","18.8",,"23","4","24.73","0.380","61.526","10","61.986","16.4",,"18",,,,,,,,"43.1",,"36.2",,,,,,,,,,,,,,,,,
"1","사상","성인","일반","19","관리자","참가","20241231","M","171.7","67.1","20.3","79.4","80","127","34.4","35.6",,,"2.7",,,,,,"22.8","49",,,"203",,,,,,"53.1",,,,,,,,"113","47.6",,,"0.297",,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","157.8","51.3","29.1",,"77","119","22.6","25.4",,"17","13.2","27.16","0.404","74.828","12","75.380","20.6",,"20",,,,,,,,"49.5",,"34.4",,,,,,,,,,,,,,,,,
"4","서대문","성인","일반","60","관리자","참가","20241231","M","170.1","66.1","20.9",,"83","136","29.4","44",,,"5.2",,,,,,"22.8","14","15","13.74",,,,,,,"66.6",,"34.0",,,,,,,,,,,"0.438",,,,,,
"2","중구(서울)","어르신","일반","66","관리자","참가","20241231","M","165.9","65.3","26","91.1","72","138","30.4","33.3",,,"-3.6",,,,,,"23.7",,,,,"22",,"117","5.3","22.2","51.0",,,,,,,,,,,,,,,,,,,"33.3"
"5","수원","청소년","일반","18","관리자","3등급","20241231","M","177.2","67.1","17.5","79","80","117","41.8","40","36",,"10.7","19.8","0.516","46.844","2","46.936","21.4",,"39",,,,,,,,"62.3",,"43.0",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","168.4","74.3","26",,"75","150","40.9","52.8",,"50","13.1","21.47","0.568","58.658","10","59.118","26.2",,"16",,,,,,,,"71.1",,"35.6",,,,,,,,,,,,,,,,,
"6","중구(서울)","어르신","일반","69","관리자","1등급","20241231","M","168.2","63.7","23.4","87.8","81","155","37.8","41.6",,,"15.1",,,,,,"22.5",,,,,"33",,"122","4.3","19.3","65.3",,,,,,,,,,,,,,,,,,,"41.6"
"1","안산","청소년","출장","13","관리자","3등급","20241231","F","156.1","43.1","20.8",,"62","132","20.3","23.8",,"30","23.8","23.78","0.389","62.495","11","63.001","17.7",,"36",,,,,,,,"55.2",,"39.0",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","161.1","46.7","26.1",,"79","123","20.7","28",,"18","15.7","27.19","0.253","63.737","10","64.197","18.0",,"12",,,,,,,,"60.0",,"34.2",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","165.1","54.9","22.1",,"76","113","22.3","25.2",,"29","0.8","24.13","0.439","59.543","7","59.865","20.1",,"13",,,,,,,,"45.9",,"38.2",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","154.1","38.7","21.7",,"71","110","17.2","14.2",,"29","10","26.12","0.389","60.127","13","60.725","16.3",,"12",,,,,,,,"44.4",,"35.1",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","159.4","62.7","39.1",,"75","119","22.9","20.6",,"19","12.7","24.96","0.483","47.127","29","48.461","24.7",,"15",,,,,,,,"36.5",,"31.2",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","155.2","44.4","27.8",,"64","115","15.5","15.9",,"17","10.8","26.54","0.422","47.924","7","48.246","18.4",,"21",,,,,,,,"35.8",,"35.7",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","151.6","38.7","16.8",,"81","111","14.8","16.8",,"33","-3.5","20.2","0.466","43.343","13","43.941","16.8",,"50",,,,,,,,"43.4",,"47.2",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","156.8","48","30.9",,"71","125","20.7","24.3",,"22","-12","24.94","0.380","45.876","15","46.566","19.5",,"17",,,,,,,,"50.6",,"34.4",,,,,,,,,,,,,,,,,
"1","광주","성인","일반","19","관리자","참가","20241231","M","176.5","97","30.7",,"81","133","51.3","50.6",,,"9.5",,,,,,"31.1","43",,,"203",,,,,,"52.9",,,"98","114","135","177","37.4",,,,,"0.459",,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","154.9","53.5","30.8",,"75","120","21.4","21.3",,"35","10.5","24.52","0.467","52.241","20","53.161","22.3",,"16",,,,,,,,"40.0",,"37.6",,,,,,,,,,,,,,,,,
"3","성동","성인","일반","60","관리자","2등급","20241231","F","149.9","57.5","36.8","80.9","85","149","26.9","29.1",,,"17.6",,,,,,"25.6","20","16",,"142",,,,,,"50.6",,"30.3",,,,,,,,,,"0.303",,,,,,,
"1","안산","청소년","출장","13","관리자","2등급","20241231","F","151.5","38","25.1",,"54","86","24.1","22.8",,"41","23.5","25.32","0.313","55.321","13","55.919","16.6",,"25",,,,,,,,"63.4",,"37.4",,,,,,,,,,,,,,,,,
"1","광주","성인","일반","19","관리자","참가","20241231","M","179.8","77.8","19.6",,"75","126","47.7","46.5",,,"-1.1",,,,,,"24.1","43",,,"218",,,,,,"61.3",,,"97","106","131","175","42.4",,,,,"0.37",,,,,,,
"1","창원마산회원","청소년","일반","18","관리자","참가","20241231","M","159.6","53.1","19.7","76.5","73","122","26.8","23.5","19",,"10.9","18.74","0.509","47.600","14","48.244","20.8",,"28",,,,,,,,"50.5",,"41.1",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","2등급","20241231","M","165.4","60.4","19.4",,"79","142","34.6","43.5",,"50","8","20.4","0.560","57.679","8","58.047","22.1",,"50",,,,,,,,"72.0",,"44.4",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","158.1","59.4","37.5",,"76","106","18.7","20.7",,"29","14","21.95","0.391","74.876","7","75.198","23.8",,"14",,,,,,,,"34.8",,"31.5",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","3등급","20241231","F","159.2","46.7","30.7",,"67","153","20.7","22.6",,"45","11","21.57","0.455","54.243","9","54.657","18.4",,"22",,,,,,,,"48.4",,"35.9",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","159.2","43.2","10.9",,"70","153","23.6","25.7",,"60","0","20.67","0.574","44.428","16","45.164","17.0",,"40",,,,,,,,"59.5",,"45.1",,,,,,,,,,,,,,,,,
"1","영동","성인","일반","21","관리자","3등급","20241231","M","172.9","76.7","22.3",,"79","147","40.1","47.6",,,"20",,,,,,"25.7","57",,,,,,,,,"62.1",,,"100","128","149","175","42.2",,,,,"0.285","0.639",,,,,,
"1","안산","청소년","출장","13","관리자","3등급","20241231","F","156.3","57.1","38.3",,"97","142","21.1","25.6",,"28","12","22.15","0.427","57.350","22","58.362","23.4",,"22",,,,,,,,"44.8",,"33.3",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","2등급","20241231","F","149.9","38.8","22.3",,"53","100","19.7","21.7",,"42","13","22.91","0.507","59.102","12","59.654","17.3",,"33",,,,,,,,"55.9",,"38.7",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","173.1","88.3","34.9",,"75","128","38.4","36.1",,"40","-7.8","18.70","0.559","49.528","12","50.080","29.5",,"22",,,,,,,,"43.5",,"35.0",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","2등급","20241231","F","156.7","61","35.3",,"83","123","27.9","29.3",,"42","26.5","21.4","0.450","48.590","17","49.372","24.8",,"26",,,,,,,,"48.0",,"33.3",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","3등급","20241231","M","160.6","49.6","13.2",,"70","126","30.4","32.1",,"45","2.9","20.59","0.546","73.980","8","74.348","19.2",,"43",,,,,,,,"64.7",,"44.6",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","M","169.3","54.3","16.9",,"77","119","31.5","31.6",,"50","0","19.99","0.590","63.226","9","63.640","18.9",,"50",,,,,,,,"58.2",,"46.1",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","149.9","38.6","26",,"67","118","16.8","17.5",,,"10.5","23.97","0.241","59.205","8","59.573","17.2",,"19",,,,,,,,"45.3",,"36.0",,,,,,,,,,,,,,,,,
"1","KSPO대구","성인","일반","19","관리자","2등급","20241231","M","177.2","73.5","16.2","84.1","77","129","40.6","46.6",,,"16.4",,,,,,"23.4","52",,,"231",,,,,,"63.4",,,,,,,,"70","53.0",,,"0.355",,,,,,,
"2","마포","어르신","일반","66","관리자","2등급","20241231","F","152.5","53.3","33.5","75","96","149","28.6","31.4",,,"16",,,,,,"22.9",,,,,"23",,"108","3.96","17.81","58.9",,,,,,,,,,,,,,,,,,,"31.4"
"1","안산","청소년","출장","13","관리자","1등급","20241231","M","161.4","52.7","20",,"62","128","29.1","30",,"50","10.1","20.29","0.559","56.285","10","56.745","20.2",,"50",,,,,,,,"56.9",,"45.4",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","참가","20241231","F","151","53.3","34.6",,"61","114","24.6","25.5",,"40","3.5","23.11","0.493","63.301","10","63.761","23.4",,"23",,,,,,,,"47.8",,"33.5",,,,,,,,,,,,,,,,,
"1","안산","청소년","출장","13","관리자","2등급","20241231","M","153.1","35.4","14.3",,"74","121","23.1","23.7",,"42","7.2","21.44","0.544","51.433","15","52.123","15.1",,"50",,,,,,,,"66.9",,"48.1",,,,,,,,,,,,,,,,,
