MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DAY,SEXDSTN_FLAG_CD,MESURE_IEM_001_VALUE,MESURE_IEM_002_VALUE,MESURE_IEM_003_VALUE,MESURE_IEM_004_VALUE,MESURE_IEM_005_VALUE,MESURE_IEM_006_VALUE,MESURE_IEM_007_VALUE,MESURE_IEM_008_VALUE,MESURE_IEM_009_VALUE,MESURE_IEM_010_VALUE,MESURE_IEM_012_VALUE,MESURE_IEM_013_VALUE,MESURE_IEM_014_VALUE,MESURE_IEM_015_VALUE,MESURE_IEM_016_VALUE,MESURE_IEM_017_VALUE,MESURE_IEM_018_VALUE,MESURE_IEM_019_VALUE,MESURE_IEM_020_VALUE,MESURE_IEM_021_VALUE,MESURE_IEM_022_VALUE,MESURE_IEM_023_VALUE,MESURE_IEM_024_VALUE,MESURE_IEM_025_VALUE,MESURE_IEM_026_VALUE,MESURE_IEM_027_VALUE,MESURE_IEM_028_VALUE,MESURE_IEM_029_VALUE,MESURE_IEM_030_VALUE,MESURE_IEM_031_VALUE,MESURE_IEM_032_VALUE,MESURE_IEM_033_VALUE,MESURE_IEM_034_VALUE,MESURE_IEM_035_VALUE,MESURE_IEM_036_VALUE,MESURE_IEM_037_VALUE,MESURE_IEM_038_VALUE,MESURE_IEM_039_VALUE,MESURE_IEM_040_VALUE,MESURE_IEM_041_VALUE,MESURE_IEM_042_VALUE,MESURE_IEM_043_VALUE,MESURE_IEM_044_VALUE,MESURE_IEM_050_VALUE,MESURE_IEM_051_VALUE,MESURE_IEM_052_VALUE
"1","제주","성인","일반","53","관리자","참가","20240827","M","169.5","85","27.2","98.1","81","135","43.5","41",,,"2.9",,,,,,"29.6","18","22",,,,,,,,"51.2",,"33.5",,,,,,,,,,"0.354","0.489",,,,,,
"4","순천","성인","일반","45","관리자","2등급","20240827","M","174.7","78.2","26.5","92.9","92","158","50.4","55.6",,,"19.7",,,,,,"25.6","36",,,"217",,,,,,"71.1",,,,,,,,"109","39.6",,,"0.306",,,,,,,
"1","전주","성인","일반","22","관리자","3등급","20240827","M","173.2","68.2","12.7","73.8","6","130","39.4","42.7",,,"15.3",,,,,,"22.7","42",,"11.38","237",,,,,,"62.6",,,"79","98","130","150","47.1",,,,,,,,,,,,
"1","수원","성인","일반","50","관리자","3등급","20240827","M","178.1","80.3","21.7","93","89","135","45.8","52.8",,,"12.6",,,,,,"25.3","29",,,,,,,,,"65.8",,,,,,,,"116","37.1",,,"0.411","0.53",,,,,,
"1","스포원(금정)","성인","일반","30","관리자","2등급","20240827","M","186.8","76.1","15.6",,"76","144","43.7","50.7",,,"20",,,,,,"21.8","46","52",,"249",,,,,,"66.6",,"43.3",,,,,,,,,,"0.353",,,,,,,
"2","스포원(금정)","성인","일반","24","관리자","참가","20240827","F","160.4","45.2","31.6",,"62","106","26","27.8",,,"5.1",,,,,,"17.6","25",,,,,,,,,"61.5",,,,,,,,"138","37.5",,,"0.268","0.473",,,,,,
"1","KSPO광주(출장)","성인","출장","64","관리자","참가","20240827","F","151.5","56.8","36.3",,"80","140","25.7","26.5",,,"17.5",,,,,,"24.7","0",,,,,,,,,"46.7",,,,,,,,"134","26.9",,,"0.462","0.333",,,,,,
"1","순천","성인","일반","30","관리자","참가","20240827","M","182.3","95.2","27","104.8","95","150","51.2","59",,,"-3.4",,,,,,"28.6","49",,,"214",,,,,,"62.0",,,,,,,,"142","35.2",,,"0.382",,,,,,,
"1","안산","성인","일반","22","관리자","2등급","20240827","F","166.9","48.6","22.3","69","65","100","20.6","21.6",,,"24.5",,,,,,"17.4","34",,,"180",,,,,,"44.4",,,"92","125","151",,"40.3",,,,,"0.331",,,,,,,
"1","KSPO광주(출장)","성인","출장","57","관리자","1등급","20240827","F","162.5","63.7","27.6",,"90","130","25.8","29",,,"22.3",,,,,,"24.1","39",,,,,,,,,"45.5",,,,,,,,"97","32.1",,,"0.484","0.411",,,,,,
"2","포천","성인","일반","19","관리자","참가","20240827","M","167.9","80.9","31.6","84","71","123","41.9","46",,,"14.3",,,,,,"28.7","46","41",,,,,,,,"56.9",,"41.3",,,,,,,,,,"0.354","0.424",,,,,,
"6","순천","성인","일반","30","관리자","2등급","20240827","M","184.8","74","12.8","82.8","85","155","57.4","36.4",,,"10.9",,,,,,"21.7","48",,,"228",,,,,,"77.6",,,,,,,,"111","44.7",,,"0.351",,,,,,,
"1","정읍","성인","일반","27","관리자","참가","20240827","M","164.6","90.6","29.7",,"87","149","38.3","43.4",,,"10.3",,,,,,"33.4","44",,,,,,,,,"47.9",,,,,,,,"98","42.1",,,"0.312","0.508",,,,,,
"35","전주","어르신","일반","65","관리자","1등급","20240827","M","161.2","71.6","29.4","93","77","134","51.5","41.9",,,"23.7",,,,,,"27.6",,,,,"38","863",,"3.41","13.50","71.9",,,,,,,,,,,,,,,,,,,"51.5"
"3","동해","성인","일반","30","관리자","2등급","20240827","M","179.2","89.4","19.6",,"79","131","64.6","63.1",,,"23.9",,,,,,"27.8","55",,,"230",,,,,,"72.3",,,"70","99","123","146","42.5",,,,,"0.391",,,,,,,
"1","전주","성인","일반","24","관리자","2등급","20240827","F","165.2","46.6","25.5","69.9","67","100","25.2","25",,,"23.7",,,,,,"17.1","34",,,"160",,,,,,"54.1",,,,,,,,"136","37.9",,,"0.331",,,,,,,
"2","수원","청소년","일반","18","관리자","1등급","20240827","M","176.7","67.3","11.2","71","62","109","49.8","58",,"53","18.5","17.5","0.673","39.459","9","39.873","21.6",,,,,,,,,,"86.2",,,"99","117","125",,"50.9",,,,,,,,,,,,
"1","김천","청소년","출장","17","관리자","3등급","20240827","M","172.1","68.4","14.4","74.7","54","132","36.5","36.8",,"61","25","15.97","0.605","45.901","9","46.315","23.1",,"115",,,,,,,,"53.8",,"56.9",,,,,,,,,,,,,,,,,
"2","김천","청소년","출장","16","관리자","3등급","20240827","M","173.3","59.1","11.6","71","68","110","29.9","35.4",,"59","4","16.15","0.628","45.556","4","45.740","19.7",,"108",,,,,,,,"59.9",,"57.2",,,,,,,,,,,,,,,,,
"4","포천","성인","일반","23","관리자","3등급","20240827","F","164.7","53.1","30.8","64.5","48","84","22.2","24.1",,,"14.4",,,,,,"19.6","29",,,,,,,,,"45.4",,,,,,,,"125","37.7",,,"0.458","0.388",,,,,,
"1","수원","청소년","일반","18","관리자","3등급","20240827","M","169.2","71.3","24.3","87","88","147","44.2","50.8",,"51","7","16.8","0.64","35.997","13","36.595","24.9",,,,,,,,,,"71.2",,,"99","124","141",,"45.7",,,,,,,,,,,,
"1","김천","청소년","출장","16","관리자","1등급","20240827","M","179.3","73.2","13.2","76.3","66","122","40.6","47.1",,"58","18.5","16.97","0.597","50.575","7","50.897","22.8",,"103",,,,,,,,"64.3",,"54.6",,,,,,,,,,,,,,,,,
"1","김천","청소년","출장","17","관리자","2등급","20240827","M","170.4","64.3","16.4","73.5","51","118","32.9","37.8",,"63","12.9","15.72","0.605","47.807","8","48.175","22.1",,"111",,,,,,,,"58.8",,"56.6",,,,,,,,,,,,,,,,,
"3","연제","성인","일반","62","관리자","참가","20240827","M","162.6","66.6","29.1","86.5","85","138","36","34",,,"-1.3",,,,,,"25.2","37",,,"110",,,,,,"54.1",,,"81","112","137","164","34.6",,,,,"0.396",,,,,,,
"2","청주","성인","일반","22","관리자","참가","20240827","F","168.2","57.7","26.2","71.5","78","115","28.7","29.3",,,"18.9",,,,,,"20.4","21",,,"158",,,,,,"50.8",,,"94","143","167",,"36.7",,,,,"0.358",,,,,,,
"2","청주","성인","일반","22","관리자","2등급","20240827","F","167.4","51.4","25.5","72","59","120","22.9","27.3",,,"17.4",,,,,,"18.3","50",,,"156",,,,,,"53.1",,,"92","121","144",,"40.5",,,,,"0.296",,,,,,,
"3","북구(광주)","성인","일반","30","관리자","참가","20240827","M","166.1","89.3","32.8","94.5","91","140","42.9","47.8",,,"-2.5",,,,,,"32.4","43","31",,"207",,,,,,"53.5",,"36.9",,,,,,,,,,"0.336",,,,,,,
"3","동해","성인","일반","32","관리자","3등급","20240827","M","177.2","75.2","18.4",,"74","121","44","40.8",,,"11.5",,,,,,"23.9","40",,"10.29","211",,,,,,"58.5",,,,,,,,"100","45.0",,,,,,,,,,
"2","북구(광주)","성인","일반","32","관리자","3등급","20240827","M","173.1","70.9","21.9","86.1","68","126","54.4","52.9",,,"6.5",,,,,,"23.7","45",,,"215",,,,,,"76.7",,,"84","96","117","160","43.4",,,,,"0.345",,,,,,,
"1","김천","청소년","출장","15","관리자","1등급","20240827","M","161.6","49.7","11.9","68","45","97","29.6","35.4",,"61","22.2","16.08","0.589","47.942","7","48.264","19.0",,"124",,,,,,,,"71.2",,"60.7",,,,,,,,,,,,,,,,,
"1","김천","청소년","출장","17","관리자","3등급","20240827","M","183.4","69","7.4","72.6","60","124","41.2","33.9",,"60","8.5","16.7","0.593","47.190","5","47.420","20.5",,"90",,,,,,,,"59.7",,"53.4",,,,,,,,,,,,,,,,,
"3","오산","성인","일반","25","관리자","1등급","20240827","F","163","49","23.9","70.3","57","113","26.5","26.3",,,"20.5",,,,,,"18.4","34",,,"157",,,,,,"54.1",,,"99","112","134",,"41.0",,,,,"0.287",,,,,,,
"3","증평","성인","일반","20","관리자","3등급","20240827","M","164.8","63.6","21.6","81.6","73","133","44.7","35.2",,,"8.4",,,,,,"23.4","55","54",,"224",,,,,,"70.3",,"46.8",,,,,,,,,,"0.294",,,,,,,
"1","김천","청소년","출장","16","관리자","3등급","20240827","M","175","68.3","12.4","74.2","51","108","32.1","34.5",,"62","13.5","15.99","0.602","45.983","11","46.489","22.3",,"103",,,,,,,,"50.5",,"54.9",,,,,,,,,,,,,,,,,
"1","서대문","성인","일반","25","관리자","참가","20240827","F","167.8","57.4","22.4",,"82","140","31.3","38",,,"12.4",,,,,,"20.4","9","31","11.69","189",,,,,,"66.2",,"36.6",,,,,,,,,,,,,,,,,
"4","KSPO아산","성인","일반","23","관리자","3등급","20240827","M","173.1","70.5","15","78.1","66","131","37.2","41.1",,,"8.3",,,,,,"23.5","52",,,,,,,,,"58.3",,,,,,,,"95","48.7",,,"0.422","0.579",,,,,,
"5","서대문","성인","일반","20","관리자","참가","20240827","F","166.0","79.1","37.5",,"81","127","33","38.7",,,"13.0",,,,,,"28.7","36","31","11.38","165",,,,,,"48.9",,"33.2",,,,,,,,,,,,,,,,,
"1","김천","청소년","출장","17","관리자","3등급","20240827","M","164.4","59.2","16.4","72.1","59","105","31.2","29.5",,"66","9.0","16.45","0.620","46.547","5","46.777","21.9",,"100",,,,,,,,"52.7",,"54.6",,,,,,,,,,,,,,,,,
"1","남구(부산)","성인","일반","24","관리자","2등급","20240827","F","171.1","53.60","19.4","71.1","76","115","31.3","28.9",,,"24.5",,,,,,"18.3","30",,,"205",,,,,,"58.4",,,,,,,,"140","36.2",,,"0.318",,,,,,,
"4","동구(부산)","성인","일반","50","관리자","참가","20240827","F","166.6","51.90","25.1","73.0","83","149","18.9","15.7",,,"-5.4",,,,,,"18.7","16",,,"107",,,,,,"36.4",,,,,,,,"124","33.4",,,"0.378",,,,,,,
"1","김천","청소년","출장","15","관리자","참가","20240827","M","186.9","75.4","14.2","79.4","68","126","32.4","32.8",,"58","4.9","16.02","0.580","45.662","9","46.076","21.6",,"103",,,,,,,,"43.5",,"55.2",,,,,,,,,,,,,,,,,
"4","KSPO아산","성인","일반","38","관리자","참가","20240827","M","173.2","90.2","25.5","90","82","145","49.1","50.7",,,"13.2",,,,,,"30.1","38",,,"215",,,,,,"56.2",,,,,,,,"110","38.4",,,"0.355",,,,,,,
"1","김천","청소년","출장","17","관리자","2등급","20240827","M","175.8","68.7","16.5","78.4","61","106","33.9","39.7",,"65","22.4","17.11","0.577","42.902","10","43.362","22.2",,"108",,,,,,,,"57.8",,"56.0",,,,,,,,,,,,,,,,,
"2","오산","성인","일반","31","관리자","참가","20240827","M","177.5","93.2","35.1","106.6","83","141","47.9","49.1",,,"3.7",,,,,,"29.6","48",,,,,,,,,"52.7",,,,,,,,"118","38.6",,,"0.395","0.490",,,,,,
"1","남구(부산)","성인","일반","24","관리자","3등급","20240827","F","168.9","56.80","21.3","72.9","71","127","27.2","32.8",,,"12.8",,,,,,"19.9","32",,,"165",,,,,,"57.7",,,,,,,,"119","37.8",,,"0.348",,,,,,,
"1","동구(부산)","성인","일반","56","관리자","1등급","20240827","F","160.5","54.80","24.3","68.0","72","126","28.5","28.6",,,"20.9",,,,,,"21.3","32",,,,,,,,,"52.2",,,,,,,,"90","35.1",,,"0.354","0.433",,,,,,
"1","양평","성인","일반","27","관리자","3등급","20240827","F","165.1","58.8","29.6",,"51","106","28.6","30.8",,,"27.7",,,,,,"21.6","35","17",,,,,,,,"52.4",,"31.9",,,,,,,,,,"0.431","0.480",,,,,,
"1","김천","청소년","출장","16","관리자","1등급","20240827","M","182.7","70.6","5.8","70.8","41","135","44","43.5",,"65","18.9","16.1","0.612","44.333","5","44.563","21.2",,"103",,,,,,,,"62.3",,"55.5",,,,,,,,,,,,,,,,,
"4","오산","성인","일반","26","관리자","3등급","20240827","F","162.9","51.7","34.5","72","74","123","29.3","27.2",,,"11.5",,,,,,"19.5","27",,,,,,,,,"56.7",,,,,,,,"137","35.9",,,"0.334","0.465",,,,,,
"1","김천","청소년","출장","16","관리자","3등급","20240827","M","180.1","66.3","14","74.3","67","114","29.4","40",,"62","7.9","15.63","0.624","39.292","10","39.752","20.4",,"103",,,,,,,,"60.3",,"55.9",,,,,,,,,,,,,,,,,
"2","양평","성인","일반","45","관리자","2등급","20240827","M","169.2","74.2","21.3",,"78","123","45.9","45.4",,,"16.3",,,,,,"25.9","47",,,"214",,,,,,"61.9",,,,,,,,"108","40.2",,,"0.368",,,,,,,
"1","성동","성인","일반","62","관리자","참가","20240827","F","157.1","53.8","30.9",,"63","100","19.9","20.2",,,"-2.4",,,,,,"21.8","0",,,,,,,,,"37.5",,,,,,,,"102","32.4",,,"0.342","0.340",,,,,,
"1","김천","청소년","출장","18","관리자","2등급","20240827","M","186.1","71.4","7.9","72.6","59","120","41.1","45",,"60","12.1","16.62","0.637","43.022","5","43.252","20.6",,"81",,,,,,,,"63.0",,"51.6",,,,,,,,,,,,,,,,,
"1","김천","청소년","출장","18","관리자","1등급","20240827","M","181.6","70.6","14.8","76.6","70","125","45.4","44.1",,"67","16.5","16.84","0.622","43.663","7","43.985","21.4",,"90",,,,,,,,"64.3",,"53.0",,,,,,,,,,,,,,,,,
"1","김천","청소년","출장","16","관리자","2등급","20240827","M","179.9","65.5","7.9","68.8","70","107","38.4","37.9",,"58","21","15.9","0.621","39.445","7","39.767","20.2",,"100",,,,,,,,"58.6",,"55.4",,,,,,,,,,,,,,,,,
"1","김천","청소년","출장","18","관리자","2등급","20240827","M","180.3","74.8","12.4","76.9","58","110","41.8","43.8","64",,"14.5","17","0.615","41.328","10","41.788","23.0",,"111",,,,,,,,"58.6",,"56.2",,,,,,,,,,,,,,,,,
"4","서구(광주)","청소년","출장","17","관리자","참가","20240827","M","170.5","92.8","40.4",,"92","138","41.1","36.4","23",,"13","20.4","0.516","43.751","13","44.349","31.9",,,,,,,,,,"44.3",,,,,,,,"153","39.9",,,,,,,,,,
"2","서구(광주)","청소년","출장","16","관리자","3등급","20240827","M","170.3","68.3","24",,"91","108","35.8","41.5","30",,"6.5","17.45","0.601",,,,"23.6",,,,,,,,,,"60.8",,,,,,,,"157","44.9",,,,,,,,,,
"1","김천","청소년","출장","16","관리자","2등급","20240827","M","178.6","69.1","18.7","80.6","37","102","32","41.6",,"67","17.2","15.48","0.610","46.179","8","46.547","21.7",,"102",,,,,,,,"60.2",,"55.0",,,,,,,,,,,,,,,,,
"4","서구(광주)","청소년","출장","17","관리자","1등급","20240827","M","165.3","49.6","9.7",,"75","125","25.6","41.1","60",,"14","16.69","0.615","34.187","5","34.417","18.2",,,,,,,,,,"82.9",,,,,,,,"170","48.2",,,,,,,,,,
"2","천안","성인","일반","22","관리자","3등급","20240827","F","167.3","47.1","25",,"73","125","18.5","22.2",,,"16.7",,,,,,"16.8","25",,"12","189",,,,,,"47.1",,,,,,,,"125","39.7",,,,,,,,,,
"3","성동","성인","일반","43","관리자","참가","20240827","F","152.1","51.9","32.2",,"75","136","21.9","21.9",,,"12.1",,,,,,"22.4","17",,,,,,,,,"42.2",,,,,,,,"120","33.7",,,"0.314","0.427",,,,,,
"1","전주","유아기","출장","63","관리자","2등급","20240827","F","113.7","20.5",,,,,"7.8","10.2","7",,"18.3",,,,,,"15.9",,"80",,"1.8",,,,,,"49.8",,,,,,,,,,,,,,,,,"8.78","38.60",
"5","서구(광주)","청소년","출장","17","관리자","2등급","20240827","M","175.5","55.6","7.4",,"78","120","43.5","49.5","70",,"9","16.4","0.555","41.281","8","41.649","18.1",,,,,,,,,,"89.0",,,,,,,,"150","50.1",,,,,,,,,,
"1","고양","어르신","일반","67","관리자","2등급","20240827","M","169.5","71.3","22.4",,"72","141","45.2","46.4",,,"6.6",,,,,,"24.8",,,,,"31",,"118","5.03","22.12","65.1",,,,,,,,,,,,,,,,,,,"46.4"
"1","천안","성인","일반","25","관리자","참가","20240827","F","170.4","62.3","25",,"72","126","28.3","32.5",,,"33.8",,,,,,"21.5","0",,"12.67","173",,,,,,"52.2",,,"120","130","148",,"36.6",,,,,,,,,,,,
"1","전주","유아기","출장","65","관리자","3등급","20240827","F","108.1","18.3",,,,,"8.7","9.8","2",,"14",,,,,,"15.7",,"80",,"97",,,,,,"53.6",,,,,,,,,,,,,,,,,"9.59","37.37",
"3","포항","성인","일반","32","관리자","참가","20240827","M","175.4","79.9","25.2",,"75","143","43.8","47.9",,,"11.9",,,,,,"26.0","44",,,"251",,,,,,"59.9",,,,,,,,"130","39.4",,,"0.270",,,,,,,
"1","성동","성인","일반","55","관리자","참가","20240827","F","161.5","68","37.6",,"57","121","23.8","24",,,"4.1",,,,,,"26.1","8",,,,,,,,,"35.3",,,,,,,,"111","29.6",,,"0.428","0.365",,,,,,
"1","김천","청소년","출장","17","관리자","3등급","20240827","M","171","61.3","12.3","71.6","81","127","29.5","32.7",,"65","20.7","16.58","0.628","47.764","8","48.132","21.0",,"88",,,,,,,,"53.3",,"52.7",,,,,,,,,,,,,,,,,
"6","청주","성인","일반","26","관리자","참가","20240827","F","167.6","56.1","22.5","72.7","75","121","26.5","29.9",,,"18.2",,,,,,"20.0","17",,,"132",,,,,,"53.3",,,,,,,,"96","40.3",,,"0.289",,,,,,,
"1","전주","유아기","출장","61","관리자","참가","20240827","M","113","26.1",,,,,"7","8.8","3",,"2",,,,,,"20.4",,"34",,"60",,,,,,"33.7",,,,,,,,,,,,,,,,,"10.84","41.59",
"1","김천","청소년","출장","17","관리자","2등급","20240827","M","173.4","65.2","13.3","76","47","116","38.5","38.1",,"64","23.8","16.84","0.615","38.031","7","38.353","21.7",,"106",,,,,,,,"59.0",,"55.9",,,,,,,,,,,,,,,,,
"1","충주","성인","일반","22","관리자","2등급","20240827","F","163.7","72.8","37.3","90","86","119","28.9","35.4",,,"23.5",,,,,,"27.2","46","25","11.94","181",,,,,,"48.6",,"32.3",,,,,,,,,,,,,,,,,
"5","서구(광주)","청소년","출장","17","관리자","참가","20240827","M","175","103.6","36",,"96","139","31.8","37.3","23",,"-11","19.63","0.473","44.185","9","44.599","33.8",,,,,,,,,,"36.0",,,,,,,,"128","40.8",,,,,,,,,,
"5","서구(광주)","청소년","출장","17","관리자","참가","20240827","M","169.7","94.5","39.9",,"80","132","29.3","32.7","24",,"-5.2","18.47","0.478","46.123","19","46.997","32.8",,,,,,,,,,"34.6",,,,,,,,"156","39.0",,,,,,,,,,
"1","충주","성인","일반","20","관리자","2등급","20240827","F","160","56","32","74","82","126","22.4","26.3",,,"17.7",,,,,,"21.9","45","31","11.75",,,,,,,"47.0",,"36.8",,,,,,,,,,,"0.473",,,,,,
"5","서구(광주)","청소년","출장","16","관리자","2등급","20240827","M","171.7","54.2","7.7",,"80","120","40.3","39.3","40",,"20","16.94","0.705","33.194","11","33.700","18.4",,,,,,,,,,"74.4",,,,,,,,"154","48.9",,,,,,,,,,
"1","김천","청소년","출장","17","관리자","2등급","20240827","M","177.7","69.8","11.8","77.1","65","113","40.4","43.4",,"66","21.9","16.21","0.625","41.583","7","41.905","22.1",,"95",,,,,,,,"62.2",,"53.5",,,,,,,,,,,,,,,,,
"2","포항","성인","일반","54","관리자","참가","20240827","M","174.8","90","25.5",,"90","152","41.2","45.4",,,"17.8",,,,,,"29.5","43",,,"205",,,,,,"50.4",,,,,,,,"117","33.6",,,"0.317",,,,,,,
"1","사천","성인","일반","54","관리자","참가","20240827","M","164.9","76","24.3","85.5","80","120","48.7","57.8",,,"17.9",,,,,,"27.9","46",,,"209",,,,,,"76.1",,,,,,,,"130","34.0",,,"0.269",,,,,,,
"1","김천","청소년","출장","17","관리자","3등급","20240827","M","177.4","71.2","15.1","75.8","52","98","32.7","38.9",,"68","20","16.04","0.641","42.508","10","42.968","22.6",,"100",,,,,,,,"54.6",,"54.2",,,,,,,,,,,,,,,,,
"5","서구(광주)","청소년","출장","16","관리자","참가","20240827","M","174.4","84.5","29",,"88","132","46.5","46.6","23",,"1.5","18.78","0.630","34.158","15","34.848","27.8",,,,,,,,,,"55.1",,,,,,,,"150","42.5",,,,,,,,,,
"5","서구(광주)","청소년","출장","17","관리자","참가","20240827","M","174.6","60.1","10.9",,"69","119","42.2","42.9","50",,"2","16.5","0.648","35.833","12","36.385","19.7",,,,,,,,,,"71.4",,,,,,,,"125","51.2",,,,,,,,,,
"1","마포","성인","일반","23","관리자","3등급","20240827","F","163.3","57.2","30.7","70","71","127","21.5","26",,,"18.2",,,,,,"21.4","32","20",,"130",,,,,,"45.5",,"33.2",,,,,,,,,,"0.458",,,,,,,
"5","서구(광주)","청소년","출장","16","관리자","참가","20240827","M","178.3","107.7","33.7",,"88","126","40","42.9","25",,"7.5","18.66","0.551","39.626","5","39.856","33.9",,,,,,,,,,"39.8",,,,,,,,"170","36.4",,,,,,,,,,
"1","김천","청소년","출장","18","관리자","3등급","20240827","M","184.9","76.5","10.7","74","65","115","37.9","41.8",,"66","12.7","15.85","0.673","38.153","11","38.659","22.4",,"85",,,,,,,,"54.6",,"51.5",,,,,,,,,,,,,,,,,
"5","마포","성인","일반","21","관리자","2등급","20240827","F","158.8","57.9","28.9","68","89","127","26.1","25.5",,,"19.6",,,,,,"23.0","38","40","11.68","161",,,,,,"45.1",,"39.2",,,,,,,,,,,,,,,,,
"2","사천","성인","일반","34","관리자","참가","20240827","M","177.8","114.3","36.2","124.4","80","120","47","49.9",,,"12.9",,,,,,"36.2","35",,,"162",,,,,,"43.7",,,,,,,,"134","30.9",,,"0.403",,,,,,,
"5","서구(광주)","청소년","출장","17","관리자","3등급","20240827","M","168.5","73.9","33.5",,"84","129","22.5","39.2","55",,"12","18.71","0.564","38.836","8","39.204","26.0",,,,,,,,,,"53.0",,,,,,,,"160","43.5",,,,,,,,,,
"6","증평","성인","일반","23","관리자","3등급","20240827","F","161.3","43.5","25.4","66.9","83","112","24.9","28.7",,,"10.7",,,,,,"16.7","27",,,"146",,,,,,"66.0",,,"86","131","143",,"43.2",,,,,"0.308",,,,,,,
"5","서구(광주)","청소년","출장","17","관리자","참가","20240827","M","172.3","60.5","13.1",,"68","118","36.1","35.4","80",,"0.5","16","0.595","47.181","9","47.595","20.4",,,,,,,,,,"59.7",,,,,,,,"115","51.6",,,,,,,,,,
"5","서구(광주)","청소년","출장","17","관리자","참가","20240827","M","175.5","79.2","24.5",,"69","122","37.6","31.6","31",,"10","16.82","0.543","41.454","13","42.052","25.7",,,,,,,,,,"47.5",,,,,,,,"141","45.4",,,,,,,,,,
"1","김천","청소년","출장","16","관리자","참가","20240827","M","178.8","69.8","13.3","76.8","55","118","31.4","26.3",,"61","14","17.09","0.621","47.530","7","47.852","21.8",,"112",,,,,,,,"45.0",,"56.9",,,,,,,,,,,,,,,,,
"5","서구(광주)","청소년","출장","17","관리자","3등급","20240827","M","177","65.3","16.4",,"80","120","33.7","38.8","30",,"15","17.5","0.565","38.169","8","38.537","20.8",,,,,,,,,,"59.4",,,,,,,,"133","49.7",,,,,,,,,,
"2","순천","성인","일반","19","관리자","참가","20240827","M","164.7","62.4","15.2","76.6","78","129","41.2","46.3",,,"17.9",,,,,,"23.0","41","36",,"221",,,,,,"74.2",,"42.9",,,,,,,,,,"0.248",,,,,,,
"3","사천","성인","일반","33","관리자","참가","20240827","M","170.9","79.9","20.4","89.3","94","146","51.8","56.9",,,"5.9",,,,,,"27.4","55",,,"242",,,,,,"71.2",,,,,,,,"146","36.4",,,"0.293",,,,,,,
"1","서초","성인","일반","23","관리자","3등급","20240827","F","166.5","46.7","23.9","66.0","99","141","21.2","25.3",,,"16.8",,,,,,"16.8","27",,,"173",,,,,,"54.2",,,,,,,,"138","37.9",,,"0.381",,,,,,,
"3","사천","성인","일반","32","관리자","2등급","20240827","M","174.3","78.2","18","87.2","61","123","48.4","43.7",,,"23.1",,,,,,"25.7","42",,,"221",,,,,,"61.9",,,,,,,,"104","43.5",,,"0.311",,,,,,,
"1","동구(부산)","어르신","일반","74","관리자","참가","20240827","F","158.5","67.40","39.5","95.0","75","137","16.1","17.2",,,"7.2",,,,,,"26.8",,,,,"12",,"88","6.6","29.9","25.5",,,,,,,,,,,,,,,,,,,"17.2"
"5","서구(광주)","청소년","출장","17","관리자","3등급","20240827","M","179.3","64.9","11.8",,"76","121","30.9","33.9","31",,"4","18.03","0.545","50.625","9","51.039","20.2",,,,,,,,,,"52.2",,,,,,,,"164","47.3",,,,,,,,,,
"1","김천","청소년","출장","18","관리자","3등급","20240827","M","185.3","73.3","13.6","74.7","61","109","34.6","37.6",,"56","11.8","16.92","0.624","46.241","5","46.471","21.3",,"82",,,,,,,,"51.3",,"51.4",,,,,,,,,,,,,,,,,
"5","서구(광주)","청소년","출장","16","관리자","참가","20240827","M","177.6","75.1","23.9",,"83","120","30.7","37.9","25",,"-12","17.88","0.576","41.151","11","41.657","23.8",,,,,,,,,,"50.5",,,,,,,,"136","46.7",,,,,,,,,,
"5","서구(광주)","청소년","출장","16","관리자","참가","20240827","M","176.3","70.3","24.1",,"77","128","26.3","26.3","32",,"-3.8","21.34","0.473","42.961","7","43.283","22.6",,,,,,,,,,"37.4",,,,,,,,"160","45.4",,,,,,,,,,
"2","포천","성인","일반","21","관리자","참가","20240827","M","176.2","79.7","30.2","81.5","70","116","33","36.3",,,"10.8",,,,,,"25.7","48","31",,,,,,,,"45.5",,"38.8",,,,,,,,,,"0.354","0.540",,,,,,
"1","김천","청소년","출장","16","관리자","3등급","20240827","M","186.6","79.4","10.8","77.1","79.4","186.6","38.8","43.1",,"62","9","16.26","0.611","38.746","10","39.206","22.8",,"100",,,,,,,,"54.3",,"54.0",,,,,,,,,,,,,,,,,
"3","서구(광주)","청소년","출장","16","관리자","참가","20240827","M","174","93.1","35.4",,"80","124","38.5","37","28",,"20","20","0.420","42.096","8","42.464","30.8",,,,,,,,,,"41.4",,,,,,,,"143","41.0",,,,,,,,,,
"1","제주","청소년","일반","18","관리자","참가","20240827","M","180.9","89.1","20.7","87.5","41","118","40.7","40.2","11",,"6.6","18.71","0.589","60.88","6","61.156","27.2",,"37",,,,,,,,"45.7",,"39.5",,,,,,,,,,,,,,,,,
"1","김천","청소년","출장","17","관리자","2등급","20240827","M","164","60.1","13.8","72.8","60","109","35.8","32.7",,"63","24.1","17.3","0.603","42.758","6","43.034","22.3",,"104",,,,,,,,"59.6",,"55.2",,,,,,,,,,,,,,,,,
